GENE_ID	Gene_Name	Synonyms	Gene_products	UniProt_ID	2vs0	4vs0	8vs0	10vs0	tt_dev$adj.P.Val	wt_0h_a	wt_0h_b	wt_0h_c	wt_2h_a	wt_2h_b	wt_2h_c	wt_4h_a	wt_4h_b	wt_4h_c	wt_8h_a	wt_8h_b	wt_8h_c	wt_10h_a	wt_10h_b	wt_10h_c
DDB_G0281313	DDB_G0281313	NA	NA	Q54UB6	-0.950674496342197	-0.86924727001	-0.8948418165	 -0.93317214689	0.134521377483668	   15.6014736	    8.5488530	    8.4197982	   12.4383663	   17.0503022	   20.5593365	   15.5863020	   14.9780715	   16.1506510	   30.8141147	   28.7512842	   18.6930484	   30.3369601	   26.1218036	   18.1363839
DDB_G0287013	DDB_G0287013	NA	NA	Q54KZ1	-0.142971292210253	-0.12789253889	-0.1657476702	 -0.36559850127	0.134521377483668	  218.4100993	  128.0617856	  231.1401834	  166.3119871	  116.0839408	  171.1002210	  132.9517900	  156.5146669	  117.3323616	  115.2464577	  109.9579767	  142.1812257	  101.4102671	  129.6366644	  110.7976290
DDB_G0293694	DDB_G0293694	NA	NA	Q54BP0	 0.366071052754438	 0.05642610789	 0.6398273993	  0.97909607036	0.134530489715147	  138.1661238	  113.4290287	  115.4470067	  207.3298815	  172.8366509	  167.7434478	  260.2491448	  292.1019302	  286.8235686	  188.6887208	  227.0016066	  187.7136153	  108.0062821	  193.7336616	  146.0085452
DDB_G0279791	plnA	DdLSD, Plin	perilipin	Q54WC4	 0.510823484709334	 1.14431297203	 2.1534402685	  2.23788465596	0.134984124018934	 4145.8238528	 3936.3021501	 4168.8044691	 3693.2623082	 3942.4724027	 5029.2375797	 4811.6922946	 3151.0956969	 3796.9238873	 4712.7192422	 4929.5301602	 4603.1759448	 4038.7283339	 5220.8393601	 4229.8789603
DDB_G0285619	DDB_G0285619	NA	unknown	Q54MX6	 0.383688611897668	 0.42906654104	-0.7872950584	 -0.97376080749	0.135741006194993	   12.9394944	    2.0599614	   11.2565359	    9.1356504	   10.9369187	   18.0352856	   11.5679871	   15.6642736	   12.8859945	  111.9964965	   76.2386953	   59.2424271	  210.2249466	  104.8335874	  124.7166171
DDB_G0290279	dgat2	NA	diacylglycerol O-acyltransferase 2	Q54GC1	 0.895671984726801	 1.02153657947	 1.3020463688	  1.66479699602	0.136604018449409	   22.0391877	   19.7855267	    2.4590118	   26.9469090	   36.5451052	   92.7376268	  163.4321560	   26.9363414	    2.7953468	  107.0317124	  127.6859828	  118.2405574	  146.6357568	   61.5711289	   92.7883472
DDB_G0277345	rps3a	NA	40S ribosomal protein S3a	Q54ZW5	-0.030857562388289	-0.13686061546	-0.1606729593	 -0.21974232290	0.136630310459092	  161.9484583	  152.1962202	  185.5062345	  192.9904507	  211.0396481	  186.4876255	  230.4495653	  206.3044311	  218.9230142	  376.6257347	  351.0967339	  308.3840286	  408.4743905	  493.8285378	  387.3315189
DDB_G0281435	mrpl17	rpl17	ribosomal protein L17, mitochondrial	Q54TY5	-0.128474883121373	-0.09481976932	-0.2920307986	 -0.43109568008	0.137139042442437	  172.4608925	  171.3572275	  134.4459458	   74.8433641	  165.6767580	  252.9852577	  479.8139583	  130.7385084	  168.6933554	  176.5730801	  216.8558419	  206.8269533	  172.0939299	  161.3969192	  203.3610730
DDB_G0279821	DDB_G0279821	NA	RNA-binding protein NOB1	Q54W91	 1.461443276583369	-1.68816509224	 0.4414244861	 -1.69113057617	0.137323046626651	  528.2174543	  501.7582470	  527.6959792	  486.9560941	  505.6458263	  505.8476773	  532.7104041	  507.4515184	  495.4142316	  595.0808549	  517.6587135	  554.4869766	  530.6747113	  633.9587578	  541.0062828
DDB_G0288477	DDB_G0288477	NA	NA	Q54IW4	 0.126001856632573	 0.21647314073	 0.3335776163	  0.28787030861	0.137564675722295	  141.7176539	  119.9860089	  131.5826911	   50.3823770	   49.3549074	   43.2794102	   27.3550680	   24.0586611	   18.3236560	    1.1433562	   12.6438148	    8.3117601	    2.4110000	    9.6348402	    2.9440353
DDB_G0275153	gpdA	GAPDH	glyceraldehyde-3-phosphate dehydrogenase, NAD+-dependent glyceraldehyde phosphate dehydrogenase	Q94469	-0.119499181865295	-0.05610402930	 0.1057054249	  0.00679117862	0.137584304806535	   30.8122232	   15.2704440	   19.0929222	   35.6010731	   24.1451878	   33.3339128	   39.5738084	   29.0310917	   21.1552476	  141.7828904	  127.2241915	  115.2386296	  169.1345416	  105.8588768	  122.9540183
DDB_G0278269	DDB_G0278269	NA	NAP (nucleosome assembly protein) family protein	Q54YF1	 0.177196292972202	-0.95183909631	-1.2154535839	 -1.81682991604	0.137650819753292	  682.9117370	  661.3841241	  538.8268117	  807.6344756	  836.5794637	 1274.2629166	 1493.9338748	 1279.9960530	 1395.7277097	 1692.6191145	 2048.9020011	 1971.1198998	 1997.8279004	 1743.7094260	 1639.6479375
DDB_G0280053	osbA	OSBPa	oxysterol binding family protein, member 1	Q8MPQ7	 1.841749571375842	 0.98743817589	 4.2359362976	  4.63897650915	0.137650819753292	   26.6942071	   28.3009878	   18.4261522	   40.3289032	   47.5332159	   38.7355197	   50.1153762	   58.7197835	   44.6225561	   36.1418045	   33.7800844	   31.1862846	   23.5335745	   32.1978690	   18.4267449
DDB_G0276783	DDB_G0276783	NA	RRP40 family protein, ribosomal RNA processing protein RRP40, exosome complex component 3	Q7KWX9	-1.374882416673834	-1.34853592198	-2.1935278205	 -2.48643725624	0.137650819753292	   88.9386925	   92.1174453	   82.5135432	   86.0631968	   92.6805909	   81.5397456	   99.4154470	   90.2401678	   87.8329566	   95.9219317	   91.1703412	   86.8060062	   85.0998410	   75.2763139	   79.9317517
DDB_G0280445	DDB_G0280445	NA	glutathione-dependent formaldehyde-activating, GFA family protein	Q54VC9	-0.135210031328562	-0.10758698093	-0.2240699561	 -0.33305204960	0.137650819753292	 1549.1889874	 1550.2800015	 1417.3264909	 1413.1836208	 1420.4890940	 1392.7057979	 1320.0389249	 1386.8636107	 1326.5423942	 1001.3776372	 1166.6077263	 1117.5231851	  511.0259560	  835.9905989	  747.4853156
DDB_G0278095	mecr	NA	trans-2-enoyl-CoA reductase, 2-enoyl thioester reductase	Q54YT4	-0.070939049421568	 0.00952753163	-0.1636640294	 -0.29657480211	0.137651859187901	  105.9392491	   88.5954156	  117.3798531	  116.6897345	   99.9937014	  116.5597027	  141.0948502	  125.8438620	  121.3656115	  137.0236505	  134.6000325	  156.5601849	  129.8174645	  170.9159195	  151.7042892
DDB_G0283765	hgd	HGO, bwnA	homogentisate 1,2-dioxygenase, homogentisic acid oxidase	Q54QI4	-0.046373843997765	-0.15855712419	-0.2249162767	 -0.31824281905	0.138428585078943	    1.9487749	    5.4042298	    4.0917724	    6.7483048	    2.5673575	    5.0506105	    8.2723295	    6.9549639	    8.2668154	    8.7131192	    8.0895480	    5.5305577	    7.2151751	    6.0343874	    6.7844917
DDB_G0278499	DDB_G0278499	PP2C	protein phosphatase 2C	Q54Y00	 0.032516854657636	 0.20523358982	 0.4012168610	  0.24996257784	0.138448055327508	   65.6385283	   71.4995928	   72.5713664	   73.6877092	   68.1256745	   69.1248023	   67.6703143	   71.3790902	   72.7069151	   84.5422421	   89.5066197	   82.2857731	  105.6893766	   88.1086320	   88.3210393
DDB_G0272973	DDB_G0272973	NA	NA	Q559C0	 1.411095055928369	 2.80347543137	 4.0403712970	  4.07296763390	0.138448055327508	   48.7485154	   44.0693607	   53.1827594	   66.1575632	   68.1691137	   55.6515502	   52.5301787	   55.5977399	   60.8673896	   66.0674851	   40.8691441	   56.4297835	   63.4433959	   73.2682437	   56.9878849
DDB_G0290009	spr	SR	sepiapterin reductase	Q54GP3	-0.145924970271022	-0.17847307476	-0.3043344627	 -0.22808231749	0.138724198120215	  487.1542183	  512.0816442	  525.7908574	  464.5313587	  495.3203543	  504.6434924	  494.0502468	  492.2532567	  475.5916453	  462.0841100	  461.8481712	  485.3525409	  437.1245180	  521.4560138	  503.5506803
DDB_G0279765	DDB_G0279765	NA	NA	Q54WB8	-0.991285403848436	 0.07618497357	 1.1720138088	  2.19764560900	0.138962656522878	   67.3441843	   68.3642610	   68.4881886	   57.0373364	   76.0207824	   63.5796462	   58.1630614	   61.7245547	   43.0323155	   51.5210294	   55.4003603	   52.0101291	   33.0343340	   31.5736293	   39.8615078
DDB_G0273831	DDB_G0273831	NA	armadillo-like helical domain-containing protein, SEC7-like domain-containing protein	Q556T7	-0.208518168133597	-0.23960811015	-0.2838845332	 -0.33763987485	0.139014888292795	  218.3611902	  233.8045675	  229.1245253	  204.7539933	  224.7587803	  240.4545592	  264.3678042	  222.5653117	  229.4504201	  264.4440442	  230.6677333	  258.8770195	  227.6121905	  290.7748096	  262.2622934
DDB_G0267482	DDB_G0267482	NA	NA	Q55GW4	-0.333767355489894	-0.45570792840	-0.6006136373	 -0.74532952827	0.139014888292795	   27.8217304	   21.5662435	   26.7557935	   38.9231245	    2.3947629	   68.0410173	   49.2081350	   24.0656871	   23.4318697	   38.7095867	   41.1726462	   54.6057725	    2.9344775	   41.7475200	    2.1170019
DDB_G0291676	DDB_G0291676	NA	short-chain dehydrogenase/reductase (SDR) family protein, glucose/ribitol dehydrogenase family protein	Q54EI4	 1.064645528618870	 1.52686328738	 0.1554926155	 -0.91703682584	0.139031402722332	   54.8981870	   48.4119914	   48.4601830	   48.3803460	   52.9525639	   58.6388818	   54.1932892	   50.2202725	   50.4507268	   46.9412785	   51.5191523	   47.8040850	   36.4019058	   56.3758657	   43.7134004
DDB_G0283735	dnajc19	timm14	DnaJ homolog subfamily C member 19, mitochondrial import inner membrane translocase subunit 14	Q54QN1	-1.111416529515666	-1.41706732488	-2.4577762273	 -3.22217757842	0.139055360889207	   20.0366582	   26.2917390	   32.4488521	   25.9096449	   28.2752572	   29.2880314	    6.3074141	   26.8182509	   23.6743609	   16.7644395	   17.0492563	   16.1742105	   10.9743246	   20.7330904	   18.2945611
DDB_G0267386	cysB	NA	cystathionine beta-synthase	P46794	-0.148594245854326	-0.10226503456	-0.2179186710	 -0.33352747505	0.139113749801317	    9.2957958	    6.6684891	    7.5095881	    3.0144813	    7.4102292	    6.3051229	    8.9649969	    6.1252620	    7.5062986	    9.8564325	    7.0109883	   11.0728423	    1.9479408	   14.4125506	    9.1526992
DDB_G0278381	gacA	RacGAP	RhoGAP domain-containing protein, papD-like domain-containing protein	Q54Y72	-0.275637097212259	-0.92560438206	 1.2057946546	  0.67833125281	0.139313539341005	   11.1198666	    8.9435471	    2.7256306	   14.2877228	   15.1214686	   25.1748532	   13.7021655	   15.6317849	   18.1686757	    2.5344766	    1.9385618	   10.4577647	    2.2309015	    6.2715849	    2.8690295
DDB_G0270864	DDB_G0270864	NA	unknown	Q55E22	 0.206127087884869	 0.43377372576	 0.2747968081	  0.32592263376	0.139313539341005	    2.7521612	    1.9044725	    1.9324575	    2.2879367	    3.2088199	    5.2185678	    7.1890732	    1.6161638	    5.1042589	   21.2354556	   15.6187563	   14.4771561	   29.4603743	   19.8184354	   22.4417190
DDB_G0269016	cyp524A1	NA	cytochrome P450 family protein	Q55EK2	-1.658776520972726	-1.40823199765	-0.5278585641	 -0.32146879329	0.139313539341005	   70.6092993	   47.0010890	   53.1635152	   76.9154068	   52.5418341	   44.0318103	   45.2453129	   40.0552121	   46.1825933	   29.6672530	   47.8069747	   41.3632676	   42.7901301	   52.2541243	   34.0341919
DDB_G0269848	agpA	AGPAT	putative 1-acylglycerol-3-phosphate O-acyltransferase	Q55CZ2	-0.519836292102229	-0.13723569327	 0.0649843957	 -2.36704368602	0.139553754047272	   26.8714956	   29.6309900	   13.7636098	   28.3075834	   28.2371732	   28.5961141	   27.3781150	   29.2774294	   30.0786426	   33.6533164	   37.1441649	   35.3550767	   58.0651233	   41.2797955	   40.7058614
DDB_G0270466	DDB_G0270466	NA	NA	Q55EE3	 0.372673352365105	-0.07477697826	-0.0929652602	 -0.49290930623	0.139580345771524	 1274.2349701	 1264.4883091	 1224.7449314	 1206.7249600	 1203.9975438	 1162.4588589	 1271.4466848	 1142.8481237	 1220.3457800	 1338.8770274	 1278.2709335	 1273.6855156	 1300.0464312	 1231.6601371	 1260.6115857
DDB_G0283293	DDB_G0283293	NA	putative delta-1-pyrroline-5-carboxylate dehydrogenase	Q54RA2	-0.121827257467954	-0.13698139887	-0.1986760514	 -0.32189032701	0.139580345771524	   15.3048927	   15.0269766	   11.2531836	   14.3984513	   18.6802144	   18.5633877	   11.8525724	   13.4111710	   15.2858300	   10.7509805	   11.5801198	    8.7387462	   11.4634729	    3.1882655	   13.3481545
DDB_G0287577	manG	NA	alpha-mannosidase	Q54K67	 0.059344250885705	 0.05712426032	 0.2991645435	  0.42203532441	0.140434686582752	   62.9205094	   58.1483431	   66.6186288	   66.9311193	   59.8588761	   67.6787143	   64.3638904	   58.3344285	   57.2276483	   55.9291204	   56.9772545	   52.1364880	   64.2572612	   56.8550579	   49.9380039
DDB_G0267670	DDB_G0267670	NA	NA	Q55GH7	-2.006957969377342	-1.91063196900	-2.7789274478	 -2.65852884416	0.140504123734476	  172.6956560	  169.1215121	  179.6469001	  180.9708356	  184.3547954	  190.6618056	  175.4932047	  176.5383820	  185.1078483	  168.7939497	  170.8279862	  178.7849944	  159.8166185	  170.1082765	  167.8802020
DDB_G0275415	DDB_G0275415	NA	ubiquitin domain-containing protein, peptidase C19 family protein, putative ubiquitin carboxyl-terminal hydrolase (UCH)	Q553T4	-0.024372785966500	 0.07822477382	 0.1380091329	  0.17334778633	0.141949070965061	  176.0588634	  158.1712055	  156.1272948	  203.0095780	  212.7715217	  194.2409854	  237.5817988	  188.4736350	  204.4949701	  242.6508557	  218.0623782	  237.1222313	  211.2672502	  353.6492848	  251.2002673
DDB_G0287633	DDB_G0287633	NA	DSS1/SEM1 family protein	Q54K21	 0.138369731804508	-0.02333118474	 0.8006331317	  0.53064267296	0.142159470291768	   16.4083545	    8.4563660	   21.4069742	   17.0296812	   15.8653181	   22.6448690	   17.9666241	   15.2214475	   21.1348877	   23.3077102	   16.1448486	   20.7767353	   14.1842643	   22.3165151	   27.8087549
DDB_G0283581	utp15	NA	WD40 repeat-containing protein, U3 snoRNP protein, U3 small nucleolar ribonucleoprotein	Q54QV4	-0.201599243405699	-0.13822006404	-0.6667097271	 -0.46851919059	0.142607396550259	    2.6107849	    8.0652660	    7.2853986	    2.3883582	    3.0329717	    6.0092247	   14.4598623	   10.0268078	   10.6123355	   18.4820528	    8.5506672	    2.4218857	   13.1546209	   19.7864339	   15.5846729
DDB_G0270806	ldhd	NA	D-lactate dehydrogenase (cytochrome)	Q55BQ4	-0.216795198803765	-0.38345615823	-0.5058174850	 -0.47948437034	0.142658294897971	    1.8500295	    2.1827758	    3.5390282	   58.5743904	   58.9922320	   67.3537169	   31.2622802	   51.2658334	   22.0568890	   27.1858385	   12.1969587	    2.0578156	    7.6508519	   12.0451589	   29.9195191
DDB_G0290619	DDB_G0290619	NA	unknown	Q54FS0	-0.940288779480264	-0.28016385595	 0.9599950848	  0.88214536476	0.143513005328055	  463.3381502	  456.2968064	  438.0978149	  442.8151743	  459.5341173	  447.4393789	  473.8900714	  422.0621511	  411.9736581	  471.7108272	  443.8434382	  424.4051647	  461.6411691	  521.6020120	  450.1195026
DDB_G0281573	gefP	RasGEFP, RasGEF	Ras guanine nucleotide exchange factor	Q54TK8	-0.197721355990901	-0.40598325241	-1.5210496749	 -1.30582748978	0.143513005328055	 1259.6792639	 1245.2571342	 1256.2613909	 1230.3681482	 1282.6612017	 1403.6527648	 1202.9169968	 1217.7072644	 1321.9296157	 1028.9221515	 1095.4526729	 1227.8385889	  949.3075866	 1096.2040598	 1142.6624613
DDB_G0277491	hspG12	NA	heat shock protein Hsp20 domain-containing protein, putative alpha-crystallin-type heat shock protein	Q76NU5	-1.388892310405359	 3.39283015627	 0.4259978538	  0.52971779191	0.144680885211006	 1121.9138289	 1053.2718718	 1050.3176136	  991.2041687	 1050.4933201	 1007.7142853	 1107.2269699	 1021.8947281	 1029.4694590	 1081.8357714	 1026.4815820	  977.9378259	  899.3599235	 1103.0096357	  966.5311683
DDB_G0271960	mccB	MCCC2	methylcrotonyl-CoA carboxylase, 3-methylcrotonyl-CoA:carbon dioxide ligase beta subunit	Q8T2J9	 0.007961394023942	-0.06875778141	-0.2233783185	 -0.23373692522	0.144778790624811	  107.1785227	   85.9808489	   84.6208921	   84.0741130	   86.9989450	   82.4235036	  102.8379252	   87.1918530	   81.8033325	   88.4470742	   87.9222809	   84.9988282	   78.9493827	   95.7954504	   77.4064685
DDB_G0292040	hemG	PPOX	protoporphyrinogen oxidase	Q54DT8	 1.900103491230800	 1.29474319932	-0.5009538339	 -0.46174585118	0.145077427208103	    1.6785801	    2.2675410	    3.0510650	    3.7295835	    6.7681325	    7.7082277	   11.5227483	    4.5647827	    2.9739571	   17.6485015	   25.4353607	   13.9271179	    6.3400314	   12.2779154	   10.2962910
DDB_G0285909	DDB_G0285909	PTPase	putative protein tyrosine phosphatase	Q54MJ2	 0.074715051629439	 0.22645515365	 0.4184959980	  0.25683657839	0.145119586880358	   82.9337826	   73.4693204	   79.2308210	   70.2639465	   78.9256619	   80.9602461	   90.9276723	   73.8982833	   80.1012036	  108.7668853	   87.2364617	   98.3637135	   94.4957358	  128.3515003	  104.1370894
DDB_G0281849	cct5	NA	chaperonin containing TCP1 epsilon subunit	Q54TD3	 0.026010856674371	-0.02912182565	-0.1133209507	 -0.17861587862	0.145119586880358	  102.3207089	   93.7010883	   85.7481095	  100.6895113	   98.8881094	  104.5973045	  115.1255726	  106.4997143	  105.1690781	  115.8197241	  123.3458039	  120.5779076	  104.9178790	  104.4345191	  104.9505010
DDB_G0281847	DDB_G0281847	NA	NA	Q54TD4	 2.022869996184036	 1.10010117830	 3.6676071341	  2.77302385519	0.145278754303694	 1958.2041488	 1892.4177828	 1716.3935465	 1524.1875413	 1740.7148582	 1962.4310851	 2299.3397893	 1594.3802528	 1621.0803464	 2030.8791868	 1614.2971361	 1842.8225455	 1607.0104877	 2031.2317488	 2207.9035995
DDB_G0284265	ppa1	NA	inorganic pyrophosphatase	Q54PV8	-0.040686809956287	-0.03754819352	 0.2400458493	  0.15177606202	0.145278754303694	  159.8347635	  213.9446793	  120.3801005	  165.2268643	  146.8824296	  225.1881387	  190.9209146	  184.4235341	  180.4932519	  140.4552512	  184.2331203	  193.4590439	  195.2271565	  121.9523977	  191.8872861
DDB_G0272825	rps4	NA	40S ribosomal protein S4	P51405	-0.108220864386490	-0.14416665648	-0.1856913657	 -0.32874478146	0.145278754303694	  120.6348261	  104.2082923	  125.5215825	  123.4966506	  107.1925417	  111.8605169	   96.8978333	  113.1161805	  124.4726700	  104.5171958	  124.3565618	  117.3229052	  130.3807873	  150.6271779	  127.3158629
DDB_G0279591	glnA3	putative glutamate-ammonia ligase	putative glutamine synthetase type III	Q54WR9	-0.166167921989488	-0.21741015176	-0.2354176078	 -0.24896289299	0.145298848609557	 1454.9114901	 1474.0551746	 1469.1435914	 1546.0416317	 1727.3854756	 1924.6423556	 1771.4313518	 1534.8760808	 1499.6002107	 1600.7436387	 1488.9331128	 1573.6704443	 1336.9255398	 1454.3979003	 1498.6143110
DDB_G0275537	cytC	NA	cytochrome c	Q869N1	-0.066975408556627	-0.52190569796	-0.5802390094	 -0.56396867565	0.145355089003655	  139.0518808	  138.0423713	  144.9845932	  124.6296861	  147.4747241	  151.4853293	  146.1622173	  137.0018058	  137.3848142	  140.4167728	  129.0650384	  138.2060710	  134.3079652	  147.7553470	  138.0630600
DDB_G0290055	uap1	NA	UDP-N-acetylglucosamine pyrophosphorylase, UDP-N-acetylgalactosamine pyrophosphorylase	Q54GN5	-0.115070002329657	-0.55437006301	-0.3433883380	 -0.65655244573	0.145903533599192	   26.7705418	    2.2422542	    2.3277029	    2.2253056	    1.7039406	    2.0986074	   36.0803257	   64.8885054	   67.3762519	    2.8931990	    2.1854348	   52.0720642	    2.5291452	    3.3327530	   52.9355748
DDB_G0283539	crtA	NA	calreticulin	Q23858	-0.041325857621292	-0.05321744262	 0.2094527601	  0.19353124908	0.147051111817247	 1255.9082372	 1167.9040327	 1156.5312988	 1122.7836117	 1086.9936542	 1279.2357765	 1098.2620504	 1049.3148866	 1089.3019683	 1058.4412403	 1083.2453758	 1145.3194733	  988.6017019	 1031.4205010	 1045.8423521
DDB_G0267402	H3a	DdH3	histone H3	O15819	 0.891850114217499	 0.59630330534	 0.5037403764	  0.53173798575	0.147227877647683	  455.8506738	  396.2345362	  348.5367076	 1122.5485346	  560.9930311	  875.7584636	  672.3004478	  703.8115507	  527.6126982	  607.9540675	  621.3441852	  561.1189247	  722.9385482	  992.8729826	  569.2714510
DDB_G0275829	DDB_G0275829	NA	ribosomal protein L49/IMG2	Q86H83	 0.057556546197861	-0.07053066185	-0.2613244531	 -0.46707720635	0.147484004585552	   44.4168353	   41.9605514	   52.2561383	   43.6768042	   42.9116284	   41.7977687	   37.6056494	   38.5541428	   38.3401063	   35.0605695	   39.0333703	   32.9199220	   30.0438088	   40.3574954	   33.3362205
DDB_G0276471	DDB_G0276471	NA	NA	Q86HU9	 0.089966078963235	-0.10174745048	-0.2637477485	 -0.41949079712	0.147484004585552	   38.5305688	   40.1493054	   46.9103904	   42.5190048	   40.8298620	   43.2430780	   39.3494154	   45.8743317	   44.1864099	   42.0950311	   37.2180625	   48.3988596	   33.9832003	   42.5750464	   36.3997016
DDB_G0285359	DDB_G0285359	NA	NA	Q54NB5	 0.256866593626939	 0.39134872533	-0.1292108950	 -1.07849324066	0.147484004585552	    8.9238254	   14.8999532	   19.0829830	    2.2067023	    3.2511477	   13.0151816	    6.0809648	    6.0454846	    6.6144245	   11.8214718	    4.0761439	    8.7787244	    2.1319121	    4.9794220	    8.3129039
DDB_G0271892	gst4	glutathione transferase	glutathione S-transferase 4	Q869Z5	-0.072087957366456	 0.16046884096	 0.2693218855	  0.16020636518	0.147608367992825	  279.3664386	  283.1021418	  198.5015077	  304.8734876	  260.7049406	  255.7235755	  299.3206369	  283.7709370	  273.7837209	  198.4208315	  254.3537904	  265.1639226	  165.6928667	  209.5007630	  183.5653364
DDB_G0286583	DDB_G0286583	NA	NA	Q54LL7	-0.032181675806029	 0.54596735932	 1.4600363891	  1.81706017387	0.147826780075605	    2.0550476	    7.4006031	    5.2860655	    5.1593759	    2.4391777	   10.2212483	    9.5263117	    2.6199546	    8.9243903	    8.7737543	    8.5481389	    5.6416171	   10.0303724	    3.5772946	   10.9437479
DDB_G0278705	DDB_G0278705	NA	NA	Q54XW6	 0.055164975276103	-0.37673136152	 0.0805354347	  0.73840639326	0.148668034351209	  235.1637885	  240.7861613	  295.3506774	  179.5168571	  231.5412324	  305.3417598	  230.2908472	  214.8444262	  235.1010965	  309.1714443	  244.0315689	  270.0181928	  257.4473063	  291.8039016	  275.8165233
DDB_G0274371	mpheS	PheRS	phenylalanine-tRNA synthetase, phenylalanine-tRNA ligase, phenylalanine-tRNA ligase, mitochondrial, phenylalanine-tRNA synthetase, mitochondrial	Q86A68	-0.025423048790133	-0.30879507004	-1.6433377409	 -0.61877928932	0.148708342857871	 3011.1570970	 3170.1603876	 3009.8622087	 3203.3913485	 2738.9571087	 2282.2905551	 2559.7788917	 2830.1621784	 2921.5703129	 2717.8258313	 2878.5311889	 3036.8934613	 3071.0254190	 2765.6895796	 2726.9501620
DDB_G0279189	rpl11	V18, rpgC, rplK	S60 ribosomal protein L11	P16168	-0.091556476870699	-0.16853371369	-0.2621441314	 -0.48355888238	0.148708342857871	   32.5859405	   26.3969093	   28.4909248	   37.5861014	   37.4029954	   31.3069903	   37.6468279	   35.2428413	   33.0368925	   41.2244499	   43.4054067	   38.3180575	   43.1217356	   49.2121090	   36.3377823
DDB_G0288267	thrS1	thrS, ThrRS	threonyl-tRNA synthetase, threonine-tRNA ligase	Q54J66	-0.037708280793692	-0.12145538442	-0.0871976442	 -0.20548985905	0.149141088841507	   25.2343946	   23.3646645	   29.5528895	   26.3280013	   22.7343823	   20.4514521	   33.4676162	   28.0545727	   25.5668090	   34.7833826	   26.0383267	   37.5533563	   30.5659167	   38.1767491	   37.2370136
DDB_G0283375	coyA	NA	C-terminal CASP domain-containing protein	Q54R70	-0.385580638111758	-0.34348824594	-0.1163019131	 -0.00621405857	0.149389440408588	  118.2323392	  114.9772272	  101.5446103	  125.7798589	  106.3484669	   99.7013922	  105.8186394	  103.3341806	  117.6654814	  121.9320186	  129.4759163	  128.8997559	  136.8136575	  134.7790220	  120.1646335
DDB_G0276417	pdhB	NA	pyruvate dehydrogenase E1 beta subunit	Q86HX0	-0.156457282317430	-0.14485042519	-0.2570060383	 -0.34024863082	0.149776248788227	  440.7686694	  481.0393910	  503.8043555	  422.6580352	  455.1771517	  424.4749453	  412.7109331	  427.5279507	  417.6131548	  416.0746583	  389.9733717	  409.1361177	  373.0891373	  421.5500396	  425.9767316
DDB_G0281657	DDB_G0281657	NA	Probable E3 ubiquitin-protein ligase makorin-2	Q54TM9	 0.047541778856829	 0.31069799055	 0.4617530363	  0.51830805712	0.149776248788227	   22.3520595	   19.3395470	    3.1391464	    2.5255436	    2.6307891	   22.3345103	   25.7214504	   30.9847525	   39.8104601	   11.8359212	   13.7768381	   23.1264761	   11.6250899	    9.0122656	   19.2019426
DDB_G0280775	rvb2	TIP49	AAA ATPase domain-containing protein, RuvB-like protein 2	Q54UW5	-0.068755208193664	 0.01392070751	 0.1651295561	  0.16375853060	0.150075829151042	   13.3121358	    7.9397263	   15.8453723	    2.2824059	   13.3874547	    3.2138291	    2.1454016	    2.7879481	   16.5180100	    2.4828581	    3.7724086	    1.8153865	    2.5774537	    2.8073870	    1.3959123
DDB_G0277849	dymA	NA	dynamin A	Q94464	-0.274461910514456	-0.08908435321	-0.3648569255	 -0.53829369160	0.150198714499307	    3.3986858	    2.3773931	    2.4297123	    2.3953233	    2.7043117	    1.7158400	   12.6709476	    2.4540233	    2.5333609	    2.3750223	    2.9943937	    2.3497569	    8.4109152	   21.9595851	   17.2812020
DDB_G0269110	tspA	CD9	tetraspanin family protein	Q55CV5	-0.015728202767868	 0.11545275252	-0.1946838427	 -0.22188914683	0.150639544756665	   10.3355661	   14.3747779	    9.0103026	   11.8068883	    9.4481908	    5.6062655	    9.0072053	    9.0158968	    7.6676768	    4.0279844	    2.6978855	   11.1580599	    2.1466291	    3.7622779	    2.8782552
DDB_G0281711	ddx27	NA	putative RNA helicase, DEAD/DEAH box helicase	Q54TJ4	 0.030167593814307	 0.20020018494	-0.0587672084	 -0.49214576700	0.150855771887993	    2.0081747	    2.6811556	   10.9899530	   26.4321351	   24.9327613	   14.3479711	   22.3303468	   25.5066084	   21.7936561	   35.9956398	   39.7512117	   17.1573570	   10.4037827	   21.0345231	   12.6346367
DDB_G0267708	vps25	NA	vacuolar protein sorting 25	Q55GD9	-0.355129171810259	 0.03395316815	-0.1829771034	 -1.15841651805	0.150975724396631	   73.8567155	   75.0527740	   93.3438073	   77.7595218	   83.3801521	  103.3860737	   90.8542100	   89.4425810	   81.7199298	  165.3047646	  133.9649893	  133.4388648	  201.6552020	  127.5811824	  186.2209853
DDB_G0289159	DDB_G0289159	NA	NA	Q54HX2	 0.374328600087801	 0.36643287266	 1.1982638986	  0.52640227107	0.151689293414219	   41.4425053	   20.5113473	   17.4769075	   27.6195703	    8.9602000	    6.3042014	   16.0371138	    7.9233390	   14.1988685	    5.3042029	    1.8972840	   11.0374814	    1.8291923	    6.2252457	    1.0438975
