PG.Pvalue;PG.Qvalue;PG.Cscore;PG.MolecularWeight;PG.ProteinGroups;PG.ProteinAccessions;[1] DIA_BKelly_Dictost_Dev8h_biorep1.htrms.PG.NrOfStrippedSequencesMeasured;[2] DIA_BKelly_Dictost_Dev8h_biorep2.htrms.PG.NrOfStrippedSequencesMeasured;[3] DIA_BKelly_Dictost_Dev8h_biorep3.htrms.PG.NrOfStrippedSequencesMeasured;[4] DIA_BKelly_Dictost_Dev30min_biorep1.htrms.PG.NrOfStrippedSequencesMeasured;[5] DIA_BKelly_Dictost_Dev30min_biorep2.htrms.PG.NrOfStrippedSequencesMeasured;[6] DIA_BKelly_Dictost_Dev30min_biorep3.htrms.PG.NrOfStrippedSequencesMeasured;[7] DIA_BKelly_Dictost_Veg8h_biorep1.htrms.PG.NrOfStrippedSequencesMeasured;[8] DIA_BKelly_Dictost_Veg8h_biorep2.htrms.PG.NrOfStrippedSequencesMeasured;[9] DIA_BKelly_Dictost_Veg8h_biorep3.htrms.PG.NrOfStrippedSequencesMeasured;[10] DIA_BKelly_Dictost_Veg30min_biorep1.htrms.PG.NrOfStrippedSequencesMeasured;[11] DIA_BKelly_Dictost_Veg30min_biorep2.htrms.PG.NrOfStrippedSequencesMeasured;[12] DIA_BKelly_Dictost_Veg30min_biorep2_180703073041.htrms.PG.NrOfStrippedSequencesMeasured;[1] DIA_BKelly_Dictost_Dev8h_biorep1.htrms.PG.NrOfModifiedSequencesMeasured;[2] DIA_BKelly_Dictost_Dev8h_biorep2.htrms.PG.NrOfModifiedSequencesMeasured;[3] DIA_BKelly_Dictost_Dev8h_biorep3.htrms.PG.NrOfModifiedSequencesMeasured;[4] DIA_BKelly_Dictost_Dev30min_biorep1.htrms.PG.NrOfModifiedSequencesMeasured;[5] DIA_BKelly_Dictost_Dev30min_biorep2.htrms.PG.NrOfModifiedSequencesMeasured;[6] DIA_BKelly_Dictost_Dev30min_biorep3.htrms.PG.NrOfModifiedSequencesMeasured;[7] DIA_BKelly_Dictost_Veg8h_biorep1.htrms.PG.NrOfModifiedSequencesMeasured;[8] DIA_BKelly_Dictost_Veg8h_biorep2.htrms.PG.NrOfModifiedSequencesMeasured;[9] DIA_BKelly_Dictost_Veg8h_biorep3.htrms.PG.NrOfModifiedSequencesMeasured;[10] DIA_BKelly_Dictost_Veg30min_biorep1.htrms.PG.NrOfModifiedSequencesMeasured;[11] DIA_BKelly_Dictost_Veg30min_biorep2.htrms.PG.NrOfModifiedSequencesMeasured;[12] DIA_BKelly_Dictost_Veg30min_biorep2_180703073041.htrms.PG.NrOfModifiedSequencesMeasured;[1] DIA_BKelly_Dictost_Dev8h_biorep1.htrms.PG.Quantity;[2] DIA_BKelly_Dictost_Dev8h_biorep2.htrms.PG.Quantity;[3] DIA_BKelly_Dictost_Dev8h_biorep3.htrms.PG.Quantity;[4] DIA_BKelly_Dictost_Dev30min_biorep1.htrms.PG.Quantity;[5] DIA_BKelly_Dictost_Dev30min_biorep2.htrms.PG.Quantity;[6] DIA_BKelly_Dictost_Dev30min_biorep3.htrms.PG.Quantity;[7] DIA_BKelly_Dictost_Veg8h_biorep1.htrms.PG.Quantity;[8] DIA_BKelly_Dictost_Veg8h_biorep2.htrms.PG.Quantity;[9] DIA_BKelly_Dictost_Veg8h_biorep3.htrms.PG.Quantity;[10] DIA_BKelly_Dictost_Veg30min_biorep1.htrms.PG.Quantity;[11] DIA_BKelly_Dictost_Veg30min_biorep2.htrms.PG.Quantity;[12] DIA_BKelly_Dictost_Veg30min_biorep2_180703073041.htrms.PG.Quantity;[1] DIA_BKelly_Dictost_Dev8h_biorep1.htrms.PG.MS2Quantity;[2] DIA_BKelly_Dictost_Dev8h_biorep2.htrms.PG.MS2Quantity;[3] DIA_BKelly_Dictost_Dev8h_biorep3.htrms.PG.MS2Quantity;[4] DIA_BKelly_Dictost_Dev30min_biorep1.htrms.PG.MS2Quantity;[5] DIA_BKelly_Dictost_Dev30min_biorep2.htrms.PG.MS2Quantity;[6] DIA_BKelly_Dictost_Dev30min_biorep3.htrms.PG.MS2Quantity;[7] DIA_BKelly_Dictost_Veg8h_biorep1.htrms.PG.MS2Quantity;[8] DIA_BKelly_Dictost_Veg8h_biorep2.htrms.PG.MS2Quantity;[9] DIA_BKelly_Dictost_Veg8h_biorep3.htrms.PG.MS2Quantity;[10] DIA_BKelly_Dictost_Veg30min_biorep1.htrms.PG.MS2Quantity;[11] DIA_BKelly_Dictost_Veg30min_biorep2.htrms.PG.MS2Quantity;[12] DIA_BKelly_Dictost_Veg30min_biorep2_180703073041.htrms.PG.MS2Quantity;[1] DIA_BKelly_Dictost_Dev8h_biorep1.htrms.PG.IBAQ;[2] DIA_BKelly_Dictost_Dev8h_biorep2.htrms.PG.IBAQ;[3] DIA_BKelly_Dictost_Dev8h_biorep3.htrms.PG.IBAQ;[4] DIA_BKelly_Dictost_Dev30min_biorep1.htrms.PG.IBAQ;[5] DIA_BKelly_Dictost_Dev30min_biorep2.htrms.PG.IBAQ;[6] DIA_BKelly_Dictost_Dev30min_biorep3.htrms.PG.IBAQ;[7] DIA_BKelly_Dictost_Veg8h_biorep1.htrms.PG.IBAQ;[8] DIA_BKelly_Dictost_Veg8h_biorep2.htrms.PG.IBAQ;[9] DIA_BKelly_Dictost_Veg8h_biorep3.htrms.PG.IBAQ;[10] DIA_BKelly_Dictost_Veg30min_biorep1.htrms.PG.IBAQ;[11] DIA_BKelly_Dictost_Veg30min_biorep2.htrms.PG.IBAQ;[12] DIA_BKelly_Dictost_Veg30min_biorep2_180703073041.htrms.PG.IBAQ
0.001249949;0.000178466;1.023676;NaN;Q54UR2;Q54UR2;24;24;24;24;24;24;24;24;24;24;24;24;25;25;25;25;25;25;25;25;25;25;25;25;375156.9063;303415.9063;306727.3125;359562.1563;295115.7813;303550.125;280716.8438;289323.6875;302050.1875;353956.2188;370893.625;383921.0625;375156.9063;303415.9063;306727.3125;359562.1563;295115.7813;303550.125;280716.8438;289323.6875;302050.1875;353956.2188;370893.625;383921.0625;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.007380807;0.000629615;0.9815453;NaN;Q54UR3;Q54UR3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;91214.60156;68505.82031;43965.25781;52075.23828;108236.0625;58543.77344;63771.3125;73817.77344;90637.53125;75980.53906;54291.85938;48798.1875;91214.60156;68505.82031;43965.25781;52075.23828;108236.0625;58543.77344;63771.3125;73817.77344;90637.53125;75980.53906;54291.85938;48798.1875;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.126409334;0.008743925;0.8883348;NaN;Q54UR9;Q54UR9;1;Filtered;1;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;1;Filtered;1;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;42112.14063;Filtered;409213.4375;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;42112.14063;Filtered;409213.4375;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;NaN;Filtered;NaN;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered
0.000927095;0.000173541;1.030105;NaN;Q54US8;Q54US8;15;15;15;15;15;15;15;15;15;15;15;15;17;17;17;17;17;17;17;17;17;17;17;17;196675.6406;215591.6719;222127.6094;261664.0469;340866.1875;272115.4688;209311;215027.1094;216325;290999;229508.6719;201066.1875;196675.6406;215591.6719;222127.6094;261664.0469;340866.1875;272115.4688;209311;215027.1094;216325;290999;229508.6719;201066.1875;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.121358625;0.008418382;0.8901125;NaN;Q54UT2;Q54UT2;Filtered;Filtered;Filtered;2;Filtered;Filtered;Filtered;Filtered;Filtered;2;Filtered;2;Filtered;Filtered;Filtered;2;Filtered;Filtered;Filtered;Filtered;Filtered;2;Filtered;2;Filtered;Filtered;Filtered;25346.43555;Filtered;Filtered;Filtered;Filtered;Filtered;41543.41797;Filtered;32825.375;Filtered;Filtered;Filtered;25346.43555;Filtered;Filtered;Filtered;Filtered;Filtered;41543.41797;Filtered;32825.375;Filtered;Filtered;Filtered;NaN;Filtered;Filtered;Filtered;Filtered;Filtered;NaN;Filtered;NaN
0.000895222;0.000173541;1.030847;NaN;Q54UT6;Q54UT6;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;193711.875;201920.2031;200013.2813;276936.1563;297284.75;255771.5938;229154.6563;236853.4688;227358.1094;280656.4375;212614.8438;290515.25;193711.875;201920.2031;200013.2813;276936.1563;297284.75;255771.5938;229154.6563;236853.4688;227358.1094;280656.4375;212614.8438;290515.25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.009742273;0.000804542;0.9741982;NaN;Q54UU1;Q54UU1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;52102.13281;63372.61328;70164.625;66595.39063;48262.8125;72685.64063;63987.82813;59238.85156;64006.0625;44746.38672;59833.55859;60350.78125;52102.13281;63372.61328;70164.625;66595.39063;48262.8125;72685.64063;63987.82813;59238.85156;64006.0625;44746.38672;59833.55859;60350.78125;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.00157994;0.000195219;1.01852;NaN;Q54UU3;Q54UU3;15;15;15;15;15;15;15;15;15;15;15;15;18;18;18;18;18;18;18;18;18;18;18;18;4852782;5012510;4822611.5;6333293;6289171.5;6098387.5;6282811;5694016.5;5726378.5;6153853;5645282.5;4845303;4852782;5012510;4822611.5;6333293;6289171.5;6098387.5;6282811;5694016.5;5726378.5;6153853;5645282.5;4845303;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000457679;0.000173541;1.044698;NaN;Q54UU6;Q54UU6;17;17;17;17;17;17;17;17;17;17;17;17;18;18;18;18;18;18;18;18;18;18;18;18;196191.4844;97866.41406;79333.70313;122881.7109;104489.1953;92254.01563;128618.8906;133457.9063;139829.7188;154843.25;121019.7422;119817.2969;196191.4844;97866.41406;79333.70313;122881.7109;104489.1953;92254.01563;128618.8906;133457.9063;139829.7188;154843.25;121019.7422;119817.2969;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000764311;0.000173541;1.034176;NaN;Q54UU7;Q54UU7;18;18;18;18;18;18;18;18;18;18;18;18;23;23;23;23;23;23;23;23;23;23;23;23;85806.14063;51578.92188;91417.13281;245605.3281;304996.875;247648.5938;239903.0938;240180.8125;245230.7188;322403.875;305676.0625;272126.625;85806.14063;51578.92188;91417.13281;245605.3281;304996.875;247648.5938;239903.0938;240180.8125;245230.7188;322403.875;305676.0625;272126.625;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000763371;0.000173541;1.034202;NaN;Q54UU8;Q54UU8;17;17;17;17;17;17;17;17;17;17;17;17;19;19;19;19;19;19;19;19;19;19;19;19;1513438.25;1804636;1867997.875;1476506.75;1480140.875;1338883.25;1054162.375;1224914.125;1294384.875;1315243.5;1419580.25;1476385.875;1513438.25;1804636;1867997.875;1476506.75;1480140.875;1338883.25;1054162.375;1224914.125;1294384.875;1315243.5;1419580.25;1476385.875;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.003103372;0.00030432;1.003035;NaN;Q54UU9;Q54UU9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;76756.57031;12763.13086;20245.29297;65894.51563;17407.11328;85148.83594;97491.07031;20650.72266;98284.10156;51662.07031;96288.35938;113257.8516;76756.57031;12763.13086;20245.29297;65894.51563;17407.11328;85148.83594;97491.07031;20650.72266;98284.10156;51662.07031;96288.35938;113257.8516;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000527267;0.000173541;1.041834;NaN;Q54UV0;Q54UV0;55;55;55;55;55;55;55;55;55;55;55;55;62;62;62;62;62;62;62;62;62;62;62;62;827040.3125;813189.9375;807038.0625;1349985.875;1347116.5;1191640.625;1416946.25;1379204.875;1284432.375;1451022.125;1646912.375;1556857;827040.3125;813189.9375;807038.0625;1349985.875;1347116.5;1191640.625;1416946.25;1379204.875;1284432.375;1451022.125;1646912.375;1556857;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000690892;0.000173541;1.036281;NaN;Q54UV2;Q54UV2;38;38;38;38;38;38;38;38;38;38;38;38;39;39;39;39;39;39;39;39;39;39;39;39;89119.52344;83857.88281;82152.82813;180401.75;189865.6719;168282.9531;201007.0781;167157.1094;174212.8438;230654.7656;217756.0781;170816.0781;89119.52344;83857.88281;82152.82813;180401.75;189865.6719;168282.9531;201007.0781;167157.1094;174212.8438;230654.7656;217756.0781;170816.0781;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.139977656;0.009634001;0.883791;NaN;Q54UV3;Q54UV3;Filtered;1;1;Filtered;1;1;1;1;Filtered;Filtered;1;Filtered;Filtered;1;1;Filtered;1;1;1;1;Filtered;Filtered;1;Filtered;Filtered;10886.94238;21896.18555;Filtered;13972.87109;13802.66895;13740.41406;13188.96875;Filtered;Filtered;15330.20996;Filtered;Filtered;10886.94238;21896.18555;Filtered;13972.87109;13802.66895;13740.41406;13188.96875;Filtered;Filtered;15330.20996;Filtered;Filtered;NaN;NaN;Filtered;NaN;NaN;NaN;NaN;Filtered;Filtered;NaN;Filtered
0.056093585;0.004045868;0.9203668;"NaN;NaN";"Q54UV9;Q54UW0";"Q54UV9;Q54UW0";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;34177.19141;32332.40625;88174.84375;5974.924316;35526.5;44642.95313;36440.91797;50263.125;70272.82031;59125.30469;28947.91992;32909.875;34177.19141;32332.40625;88174.84375;5974.924316;35526.5;44642.95313;36440.91797;50263.125;70272.82031;59125.30469;28947.91992;32909.875;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000561336;0.000173541;1.040558;NaN;Q54UW5;Q54UW5;34;34;34;34;34;34;34;34;34;34;34;34;44;44;44;44;44;44;44;44;44;44;44;44;594523;709853.875;692985.375;803473.3125;869354.125;765811.75;755992.4375;748287.0625;765977.625;846789.125;775564.3125;809164.25;594523;709853.875;692985.375;803473.3125;869354.125;765811.75;755992.4375;748287.0625;765977.625;846789.125;775564.3125;809164.25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000730252;0.000173541;1.035128;NaN;Q54UX0;Q54UX0;19;19;19;19;19;19;19;19;19;19;19;19;23;23;23;23;23;23;23;23;23;23;23;23;230750.8906;236985.4688;217680.4063;310094.25;320896.625;313761.25;306056.2188;259849.25;249378.7656;327824;315530.4375;310643.75;230750.8906;236985.4688;217680.4063;310094.25;320896.625;313761.25;306056.2188;259849.25;249378.7656;327824;315530.4375;310643.75;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.008329275;0.000699005;0.9783762;NaN;Q54UX3;Q54UX3;17;17;17;17;17;17;17;17;17;17;17;17;19;19;19;19;19;19;19;19;19;19;19;19;23334.83008;21411.26953;22381.64648;49198.66406;41388.30078;40822.98828;75801.33594;134355.375;56902.99609;58939.83984;39435.17578;53237.70313;23334.83008;21411.26953;22381.64648;49198.66406;41388.30078;40822.98828;75801.33594;134355.375;56902.99609;58939.83984;39435.17578;53237.70313;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.00057009;0.000173541;1.040242;NaN;Q54UX5;Q54UX5;29;29;29;29;29;29;29;29;29;29;29;29;41;41;41;41;41;41;41;41;41;41;41;41;1275923.5;1423803.5;1465202.25;591363.3125;504655.5625;473744.2813;469637.9375;602585.3125;431918.3438;513227.4375;547305.0625;575510.6875;1275923.5;1423803.5;1465202.25;591363.3125;504655.5625;473744.2813;469637.9375;602585.3125;431918.3438;513227.4375;547305.0625;575510.6875;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000764061;0.000173541;1.034183;NaN|NaN;Q54UX5|Q54UD6;Q54UX5|Q54UD6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;500874.0625;826371.5625;922363.875;255568.75;263130.3438;248077.0938;209825.9844;293849.9375;244183.0156;159299.75;239680.4063;218437.2969;500874.0625;826371.5625;922363.875;255568.75;263130.3438;248077.0938;209825.9844;293849.9375;244183.0156;159299.75;239680.4063;218437.2969;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.033629936;0.00249657;0.9377537;NaN;Q54UY4;Q54UY4;2;2;2;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;2;2;2;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;24633.34961;29267.36523;34952.42969;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;24633.34961;29267.36523;34952.42969;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;NaN;NaN;NaN;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered
0.020837241;0.001600626;0.9526443;NaN;Q54UY7;Q54UY7;1;1;1;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;1;1;1;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;29444.9668;29808.98047;25105.08594;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;29444.9668;29808.98047;25105.08594;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;NaN;NaN;NaN;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered
0.001400319;0.000183923;1.021189;NaN;Q54UZ8;Q54UZ8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;20806.05469;47390.22656;25406.66406;25274;26995.33008;19978.4375;22716.95313;22601.53516;15021.24316;30399.13672;31781.93164;36712.77344;20806.05469;47390.22656;25406.66406;25274;26995.33008;19978.4375;22716.95313;22601.53516;15021.24316;30399.13672;31781.93164;36712.77344;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.013367103;0.001065301;0.9655045;NaN;Q54UZ9;Q54UZ9;3;3;3;3;3;3;Filtered;3;3;3;3;3;3;3;3;3;3;3;Filtered;3;3;3;3;3;33082.4375;42867.39453;50289.47266;57187.62891;79539.53906;28943.10547;Filtered;69345;25499.61719;27908.61328;47928.28906;15363.70996;33082.4375;42867.39453;50289.47266;57187.62891;79539.53906;28943.10547;Filtered;69345;25499.61719;27908.61328;47928.28906;15363.70996;NaN;NaN;NaN;NaN;NaN;NaN;Filtered;NaN;NaN;NaN;NaN;NaN
0.002013922;0.000222421;1.013065;NaN;Q54V05;Q54V05;2;2;2;Filtered;Filtered;Filtered;2;2;Filtered;Filtered;2;Filtered;2;2;2;Filtered;Filtered;Filtered;2;2;Filtered;Filtered;2;Filtered;441939.1875;364781.25;400556.1563;Filtered;Filtered;Filtered;96038.07813;55822.08984;Filtered;Filtered;70829.45313;Filtered;441939.1875;364781.25;400556.1563;Filtered;Filtered;Filtered;96038.07813;55822.08984;Filtered;Filtered;70829.45313;Filtered;NaN;NaN;NaN;Filtered;Filtered;Filtered;NaN;NaN;Filtered;Filtered;NaN;Filtered
0.000653538;0.000173541;1.037433;NaN;Q54V07;Q54V07;18;18;18;18;18;18;Filtered;18;Filtered;Filtered;18;Filtered;21;21;21;21;21;21;Filtered;21;Filtered;Filtered;21;Filtered;524901.3125;620098;571318.1875;32547.42383;44246.21875;63413.94531;Filtered;20923.59766;Filtered;Filtered;33351.92578;Filtered;524901.3125;620098;571318.1875;32547.42383;44246.21875;63413.94531;Filtered;20923.59766;Filtered;Filtered;33351.92578;Filtered;NaN;NaN;NaN;NaN;NaN;NaN;Filtered;NaN;Filtered;Filtered;NaN;Filtered
0.13750627;0.009472798;0.8845953;NaN;Q54V27;Q54V27;Filtered;Filtered;Filtered;1;1;Filtered;Filtered;Filtered;Filtered;1;Filtered;Filtered;Filtered;Filtered;Filtered;1;1;Filtered;Filtered;Filtered;Filtered;1;Filtered;Filtered;Filtered;Filtered;Filtered;7579.285645;16616.53906;Filtered;Filtered;Filtered;Filtered;5889.133789;Filtered;Filtered;Filtered;Filtered;Filtered;7579.285645;16616.53906;Filtered;Filtered;Filtered;Filtered;5889.133789;Filtered;Filtered;Filtered;Filtered;Filtered;NaN;NaN;Filtered;Filtered;Filtered;Filtered;NaN;Filtered;Filtered
0.099465817;0.00697125;0.8984914;NaN;Q54V38;Q54V38;1;1;Filtered;1;Filtered;1;Filtered;1;1;Filtered;Filtered;1;1;1;Filtered;1;Filtered;1;Filtered;1;1;Filtered;Filtered;1;34126.39063;14537.61816;Filtered;78886.48438;Filtered;89474.46094;Filtered;107003.4297;77230.8125;Filtered;Filtered;65917.14063;34126.39063;14537.61816;Filtered;78886.48438;Filtered;89474.46094;Filtered;107003.4297;77230.8125;Filtered;Filtered;65917.14063;NaN;NaN;Filtered;NaN;Filtered;NaN;Filtered;NaN;NaN;Filtered;Filtered;NaN
0.023400237;0.00178195;0.9491413;NaN;Q54V54;Q54V54;1;1;Filtered;1;Filtered;1;Filtered;1;Filtered;Filtered;1;Filtered;1;1;Filtered;1;Filtered;1;Filtered;1;Filtered;Filtered;1;Filtered;10864.87598;10259.8623;Filtered;10379.36133;Filtered;16672.51367;Filtered;10842.21289;Filtered;Filtered;14178.29199;Filtered;10864.87598;10259.8623;Filtered;10379.36133;Filtered;16672.51367;Filtered;10842.21289;Filtered;Filtered;14178.29199;Filtered;NaN;NaN;Filtered;NaN;Filtered;NaN;Filtered;NaN;Filtered;Filtered;NaN;Filtered
0.000734111;0.000173541;1.035019;NaN;Q54V55;Q54V55;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;265703.6875;282910.875;367350;278341.8438;281449.5625;269599.75;272331.6875;353277.625;269382;426360.9375;189064.0625;362630.4063;265703.6875;282910.875;367350;278341.8438;281449.5625;269599.75;272331.6875;353277.625;269382;426360.9375;189064.0625;362630.4063;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.00081947;0.000173541;1.032714;NaN;Q54V61;Q54V61;10;10;10;10;10;10;10;10;10;10;10;10;11;11;11;11;11;11;11;11;11;11;11;11;382608.1875;596615.4375;625456.375;422790.5625;210692.6719;660280.75;747041.0625;1099999.5;803241;200921.1406;298206.75;465318.9688;382608.1875;596615.4375;625456.375;422790.5625;210692.6719;660280.75;747041.0625;1099999.5;803241;200921.1406;298206.75;465318.9688;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.004939049;0.000446239;0.9917611;NaN;Q54V68;Q54V68;12;12;12;12;12;12;12;12;12;12;12;12;13;13;13;13;13;13;13;13;13;13;13;13;48085.64063;41491.84766;43742.35156;77676.98438;99949.75781;76282.89063;63040.98047;84214.03125;67153.21094;85684.48438;57591.35938;65250.82813;48085.64063;41491.84766;43742.35156;77676.98438;99949.75781;76282.89063;63040.98047;84214.03125;67153.21094;85684.48438;57591.35938;65250.82813;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.002772911;0.000280156;1.005687;NaN;Q54V69;Q54V69;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;11878.63281;10317.33789;11134.0957;13930.36816;17773.54883;17125.36914;13081.41797;14244.66504;12222.7373;14708.59961;15706.14453;27429.28906;11878.63281;10317.33789;11134.0957;13930.36816;17773.54883;17125.36914;13081.41797;14244.66504;12222.7373;14708.59961;15706.14453;27429.28906;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.001486122;0.000189096;1.019878;NaN;Q54V71;Q54V71;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;31890.68945;30241.33008;33320.03516;37686.51953;39997.54297;40138.94531;54754.64453;35719.63281;45979.95313;66640.53125;50970.28125;48432.26172;31890.68945;30241.33008;33320.03516;37686.51953;39997.54297;40138.94531;54754.64453;35719.63281;45979.95313;66640.53125;50970.28125;48432.26172;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.100363149;0.007028455;0.8981231;NaN;Q54V72;Q54V72;3;3;3;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;3;3;3;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;7012.57373;2007.173706;2045.034546;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;7012.57373;2007.173706;2045.034546;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;NaN;NaN;NaN;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered;Filtered
0.001310183;0.00018136;1.022649;NaN;Q54V76;Q54V76;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;1374217;1148430.125;1701052.5;1241770.5;911185.8125;1981897.75;1659917.25;1060219.625;1099854.625;2050590.625;1153507.25;952335.625;1374217;1148430.125;1701052.5;1241770.5;911185.8125;1981897.75;1659917.25;1060219.625;1099854.625;2050590.625;1153507.25;952335.625;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.000724842;0.000173541;1.035284;NaN;Q54V77;Q54V77;32;32;32;32;32;32;32;32;32;32;32;32;42;42;42;42;42;42;42;42;42;42;42;42;856079.625;916972.875;874182.5;1522709.125;1087777.5;1273346;1092532.25;1324842.25;1015271.25;1181477.5;352697.2813;1216627.125;856079.625;916972.875;874182.5;1522709.125;1087777.5;1273346;1092532.25;1324842.25;1015271.25;1181477.5;352697.2813;1216627.125;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
0.00056022;0.000173541;1.040599;NaN;Q54V78;Q54V78;33;33;33;33;33;33;33;33;33;33;33;33;34;34;34;34;34;34;34;34;34;34;34;34;251762.2344;248803.1875;249039.0313;54049.69531;65923.88281;80338.63281;84909.5625;123189.8672;72168.72656;46494.55859;58986.47266;683134.0625;251762.2344;248803.1875;249039.0313;54049.69531;65923.88281;80338.63281;84909.5625;123189.8672;72168.72656;46494.55859;58986.47266;683134.0625;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
